Starting/resuming at k=0, theta=[50.0, 50.0]
iter 156/200 c_k=15.01 a_k=0.80 delta=[-1, 1] plus=[34.8, 65.0] minus=[64.8, 35.0] score=0.458 (n=12) -> theta=[49.8, 50.0] [14s]
iter 157/200 c_k=15.00 a_k=0.80 delta=[1, 1] plus=[64.8, 65.0] minus=[34.8, 35.0] score=0.417 (n=12) -> theta=[49.8, 50.0] [9s]
iter 158/200 c_k=14.99 a_k=0.80 delta=[1, 1] plus=[64.8, 65.0] minus=[34.8, 35.0] score=0.625 (n=12) -> theta=[49.8, 50.0] [14s]
iter 159/200 c_k=14.98 a_k=0.79 delta=[-1, 1] plus=[34.9, 65.0] minus=[64.8, 35.0] score=0.333 (n=12) -> theta=[49.8, 50.0] [13s]
iter 160/200 c_k=14.97 a_k=0.79 delta=[-1, -1] plus=[34.9, 35.0] minus=[64.8, 65.0] score=0.583 (n=12) -> theta=[49.8, 50.0] [12s]
iter 161/200 c_k=14.96 a_k=0.79 delta=[1, 1] plus=[64.8, 65.0] minus=[34.9, 35.0] score=0.417 (n=12) -> theta=[49.8, 50.0] [11s]
iter 162/200 c_k=14.95 a_k=0.78 delta=[1, -1] plus=[64.8, 35.0] minus=[34.9, 64.9] score=0.458 (n=12) -> theta=[49.8, 50.0] [14s]
iter 163/200 c_k=14.95 a_k=0.78 delta=[-1, -1] plus=[34.9, 35.0] minus=[64.8, 64.9] score=0.708 (n=12) -> theta=[49.8, 50.0] [11s]
iter 164/200 c_k=14.94 a_k=0.78 delta=[1, -1] plus=[64.8, 35.0] minus=[34.9, 64.9] score=0.333 (n=12) -> theta=[49.8, 50.0] [11s]
iter 165/200 c_k=14.93 a_k=0.78 delta=[1, -1] plus=[64.7, 35.1] minus=[34.9, 64.9] score=0.500 (n=12) -> theta=[49.8, 50.0] [13s]
iter 166/200 c_k=14.92 a_k=0.77 delta=[1, 1] plus=[64.7, 64.9] minus=[34.9, 35.1] score=0.500 (n=12) -> theta=[49.8, 50.0] [10s]
iter 167/200 c_k=14.91 a_k=0.77 delta=[1, 1] plus=[64.7, 64.9] minus=[34.9, 35.1] score=0.667 (n=12) -> theta=[49.8, 50.0] [10s]
iter 168/200 c_k=14.90 a_k=0.77 delta=[-1, 1] plus=[34.9, 64.9] minus=[64.7, 35.1] score=0.500 (n=12) -> theta=[49.8, 50.0] [13s]
iter 169/200 c_k=14.89 a_k=0.77 delta=[1, 1] plus=[64.7, 64.9] minus=[34.9, 35.1] score=0.458 (n=12) -> theta=[49.8, 50.0] [10s]
iter 170/200 c_k=14.88 a_k=0.76 delta=[-1, -1] plus=[34.9, 35.1] minus=[64.7, 64.9] score=0.417 (n=12) -> theta=[49.8, 50.0] [14s]
iter 171/200 c_k=14.87 a_k=0.76 delta=[1, 1] plus=[64.7, 64.9] minus=[34.9, 35.1] score=0.458 (n=12) -> theta=[49.8, 50.0] [12s]
iter 172/200 c_k=14.86 a_k=0.76 delta=[-1, -1] plus=[35.0, 35.1] minus=[64.7, 64.9] score=0.542 (n=12) -> theta=[49.8, 50.0] [15s]
iter 173/200 c_k=14.86 a_k=0.76 delta=[1, -1] plus=[64.7, 35.1] minus=[35.0, 64.9] score=0.292 (n=12) -> theta=[49.8, 50.0] [12s]
iter 174/200 c_k=14.85 a_k=0.76 delta=[1, -1] plus=[64.7, 35.2] minus=[35.0, 64.9] score=0.667 (n=12) -> theta=[49.8, 50.0] [10s]
iter 175/200 c_k=14.84 a_k=0.75 delta=[-1, -1] plus=[35.0, 35.2] minus=[64.7, 64.8] score=0.542 (n=12) -> theta=[49.8, 50.0] [10s]
iter 176/200 c_k=14.83 a_k=0.75 delta=[1, 1] plus=[64.6, 64.8] minus=[35.0, 35.2] score=0.625 (n=12) -> theta=[49.8, 50.0] [10s]
iter 177/200 c_k=14.82 a_k=0.75 delta=[1, -1] plus=[64.6, 35.2] minus=[35.0, 64.8] score=0.625 (n=12) -> theta=[49.8, 50.0] [11s]
iter 178/200 c_k=14.81 a_k=0.75 delta=[1, 1] plus=[64.6, 64.8] minus=[35.0, 35.2] score=0.375 (n=12) -> theta=[49.8, 50.0] [14s]
iter 179/200 c_k=14.80 a_k=0.74 delta=[-1, 1] plus=[35.0, 64.8] minus=[64.6, 35.2] score=0.500 (n=12) -> theta=[49.8, 50.0] [14s]
iter 180/200 c_k=14.80 a_k=0.74 delta=[-1, -1] plus=[35.0, 35.2] minus=[64.6, 64.8] score=0.375 (n=12) -> theta=[49.8, 50.0] [11s]
iter 181/200 c_k=14.79 a_k=0.74 delta=[1, -1] plus=[64.6, 35.2] minus=[35.0, 64.8] score=0.375 (n=12) -> theta=[49.8, 50.0] [13s]
iter 182/200 c_k=14.78 a_k=0.74 delta=[1, -1] plus=[64.6, 35.2] minus=[35.0, 64.8] score=0.417 (n=12) -> theta=[49.8, 50.0] [14s]
iter 183/200 c_k=14.77 a_k=0.73 delta=[1, 1] plus=[64.6, 64.8] minus=[35.0, 35.2] score=0.542 (n=12) -> theta=[49.8, 50.0] [14s]
iter 184/200 c_k=14.76 a_k=0.73 delta=[1, -1] plus=[64.6, 35.2] minus=[35.1, 64.8] score=0.625 (n=12) -> theta=[49.8, 50.0] [16s]
iter 185/200 c_k=14.76 a_k=0.73 delta=[1, -1] plus=[64.6, 35.2] minus=[35.1, 64.8] score=0.375 (n=12) -> theta=[49.8, 50.0] [11s]
iter 186/200 c_k=14.75 a_k=0.73 delta=[-1, -1] plus=[35.1, 35.3] minus=[64.6, 64.8] score=0.333 (n=12) -> theta=[49.8, 50.0] [10s]
iter 187/200 c_k=14.74 a_k=0.73 delta=[-1, -1] plus=[35.1, 35.3] minus=[64.6, 64.8] score=0.542 (n=12) -> theta=[49.8, 50.0] [14s]
iter 188/200 c_k=14.73 a_k=0.72 delta=[1, -1] plus=[64.6, 35.3] minus=[35.1, 64.7] score=0.500 (n=12) -> theta=[49.8, 50.0] [11s]
iter 189/200 c_k=14.72 a_k=0.72 delta=[-1, -1] plus=[35.1, 35.3] minus=[64.5, 64.7] score=0.583 (n=12) -> theta=[49.8, 50.0] [12s]
iter 190/200 c_k=14.72 a_k=0.72 delta=[1, -1] plus=[64.5, 35.3] minus=[35.1, 64.7] score=0.417 (n=12) -> theta=[49.8, 50.0] [13s]
iter 191/200 c_k=14.71 a_k=0.72 delta=[-1, -1] plus=[35.1, 35.3] minus=[64.5, 64.7] score=0.625 (n=12) -> theta=[49.8, 50.0] [10s]
iter 192/200 c_k=14.70 a_k=0.72 delta=[1, 1] plus=[64.5, 64.7] minus=[35.1, 35.3] score=0.542 (n=12) -> theta=[49.8, 50.0] [11s]
iter 193/200 c_k=14.69 a_k=0.71 delta=[-1, -1] plus=[35.1, 35.3] minus=[64.5, 64.7] score=0.500 (n=12) -> theta=[49.8, 50.0] [15s]
iter 194/200 c_k=14.68 a_k=0.71 delta=[-1, 1] plus=[35.1, 64.7] minus=[64.5, 35.3] score=0.542 (n=12) -> theta=[49.8, 50.0] [10s]
iter 195/200 c_k=14.68 a_k=0.71 delta=[1, -1] plus=[64.5, 35.3] minus=[35.1, 64.7] score=0.667 (n=12) -> theta=[49.8, 50.0] [12s]
iter 196/200 c_k=14.67 a_k=0.71 delta=[-1, 1] plus=[35.1, 64.7] minus=[64.5, 35.3] score=0.583 (n=12) -> theta=[49.8, 50.0] [13s]
iter 197/200 c_k=14.66 a_k=0.71 delta=[-1, 1] plus=[35.2, 64.7] minus=[64.5, 35.3] score=0.292 (n=12) -> theta=[49.8, 50.0] [11s]
iter 198/200 c_k=14.65 a_k=0.70 delta=[1, 1] plus=[64.5, 64.7] minus=[35.2, 35.3] score=0.375 (n=12) -> theta=[49.8, 50.0] [12s]
iter 199/200 c_k=14.65 a_k=0.70 delta=[-1, 1] plus=[35.2, 64.6] minus=[64.5, 35.3] score=0.458 (n=12) -> theta=[49.8, 50.0] [13s]
iter 200/200 c_k=14.64 a_k=0.70 delta=[1, -1] plus=[64.5, 35.4] minus=[35.2, 64.6] score=0.500 (n=12) -> theta=[49.8, 50.0] [13s]
SPSA DONE, final theta: [49.81995820895412, 49.99328157832464]
